"""0"""	0.05579	0.89588	0.87184	0.86338	0.86454	0.86484
"""1"""	0.08584	0.87184	0.86338	0.86454	0.86484	0.86713
"""2"""	0.09871	0.86338	0.86454	0.86484	0.86713	0.87121
"""3"""	0.12876	0.86454	0.86484	0.86713	0.87121	0.86307
"""4"""	0.14163	0.86484	0.86713	0.87121	0.86307	0.85331
"""5"""	0.17167	0.86713	0.87121	0.86307	0.85331	0.8506
"""6"""	0.18455	0.87121	0.86307	0.85331	0.8506	0.84906
"""7"""	0.21459	0.86307	0.85331	0.8506	0.84906	0.86342
"""8"""	0.22747	0.85331	0.8506	0.84906	0.86342	0.87813
"""9"""	0.25751	0.8506	0.84906	0.86342	0.87813	0.87928
"""10"""	0.27039	0.84906	0.86342	0.87813	0.87928	0.8861
"""11"""	0.30043	0.86342	0.87813	0.87928	0.8861	0.89294
"""12"""	0.3133	0.87813	0.87928	0.8861	0.89294	0.89512
"""13"""	0.34335	0.87928	0.8861	0.89294	0.89512	0.90713
"""14"""	0.35622	0.8861	0.89294	0.89512	0.90713	0.91409
"""15"""	0.38627	0.89294	0.89512	0.90713	0.91409	0.90665
"""16"""	0.39914	0.89512	0.90713	0.91409	0.90665	0.91975
"""17"""	0.42918	0.90713	0.91409	0.90665	0.91975	0.91986
"""18"""	0.44206	0.91409	0.90665	0.91975	0.91986	0.93568
"""19"""	0.4721	0.90665	0.91975	0.91986	0.93568	0.94614
"""20"""	0.48498	0.91975	0.91986	0.93568	0.94614	0.93573
"""21"""	0.51502	0.91986	0.93568	0.94614	0.93573	0.93344
"""22"""	0.5279	0.93568	0.94614	0.93573	0.93344	0.91322
"""23"""	0.55794	0.94614	0.93573	0.93344	0.91322	0.9095
"""24"""	0.57082	0.93573	0.93344	0.91322	0.9095	0.92965
"""25"""	0.60086	0.93344	0.91322	0.9095	0.92965	0.93873
"""26"""	0.61373	0.91322	0.9095	0.92965	0.93873	0.93985
"""27"""	0.64378	0.9095	0.92965	0.93873	0.93985	0.93369
"""28"""	0.65665	0.92965	0.93873	0.93985	0.93369	0.92482
"""29"""	0.6867	0.93873	0.93985	0.93369	0.92482	0.92591
"""30"""	0.69957	0.93985	0.93369	0.92482	0.92591	0.92684
"""31"""	0.72961	0.93369	0.92482	0.92591	0.92684	0.94642
"""32"""	0.74249	0.92482	0.92591	0.92684	0.94642	0.96495
"""33"""	0.77253	0.92591	0.92684	0.94642	0.96495	0.97527
"""34"""	0.78541	0.92684	0.94642	0.96495	0.97527	0.977
"""35"""	0.81545	0.94642	0.96495	0.97527	0.977	0.97793
"""36"""	0.82833	0.96495	0.97527	0.977	0.97793	0.98755
"""37"""	0.85837	0.97527	0.977	0.97793	0.98755	0.99103
"""38"""	0.87124	0.977	0.97793	0.98755	0.99103	0.98525
"""39"""	0.90129	0.97793	0.98755	0.99103	0.98525	0.97388
"""40"""	0.91416	0.98755	0.99103	0.98525	0.97388	0.98078
"""41"""	0.94421	0.99103	0.98525	0.97388	0.98078	0.99621
"""42"""	0.95708	0.98525	0.97388	0.98078	0.99621	1
"""43"""	0.98712	0.97388	0.98078	0.99621	1	0.99517
"""44"""	1	0.98078	0.99621	1	0.99517	0.99735
"""45"""	0	0.99621	1	0.99517	0.99735	0.99435
"""46"""	0.01288	1	0.99517	0.99735	0.99435	0.99581
"""47"""	0.04292	0.99517	0.99735	0.99435	0.99581	0.96416
"""48"""	0.05579	0.99735	0.99435	0.99581	0.96416	0.9789
"""49"""	0.08584	0.99435	0.99581	0.96416	0.9789	0.97422
"""50"""	0.09871	0.99581	0.96416	0.9789	0.97422	0.99059
"""51"""	0.12876	0.96416	0.9789	0.97422	0.99059	0.99134
"""52"""	0.14163	0.9789	0.97422	0.99059	0.99134	0.99651
"""53"""	0.17167	0.97422	0.99059	0.99134	0.99651	0.99703
"""54"""	0.18455	0.99059	0.99134	0.99651	0.99703	0.97902
"""55"""	0.21459	0.99134	0.99651	0.99703	0.97902	0.97187
"""56"""	0.22747	0.99651	0.99703	0.97902	0.97187	0.97833
"""57"""	0.25751	0.99703	0.97902	0.97187	0.97833	0.97751
"""58"""	0.27039	0.97902	0.97187	0.97833	0.97751	0.97827
"""59"""	0.30043	0.97187	0.97833	0.97751	0.97827	0.98177
"""60"""	0.3133	0.97833	0.97751	0.97827	0.98177	0.93164
"""61"""	0.34335	0.97751	0.97827	0.98177	0.93164	0.77887
"""62"""	0.35622	0.97827	0.98177	0.93164	0.77887	0.73193
"""63"""	0.38627	0.98177	0.93164	0.77887	0.73193	0.6661
"""64"""	0.39914	0.93164	0.77887	0.73193	0.6661	0.50583
"""65"""	0.42918	0.77887	0.73193	0.6661	0.50583	0.65872
"""66"""	0.44206	0.73193	0.6661	0.50583	0.65872	0.56455
"""67"""	0.4721	0.6661	0.50583	0.65872	0.56455	0.59647
"""68"""	0.48498	0.50583	0.65872	0.56455	0.59647	0.69254
"""69"""	0.51502	0.65872	0.56455	0.59647	0.69254	0.73334
"""70"""	0.5279	0.56455	0.59647	0.69254	0.73334	0.7644
"""71"""	0.55794	0.59647	0.69254	0.73334	0.7644	0.7379
"""72"""	0.57082	0.69254	0.73334	0.7644	0.7379	0.73583
"""73"""	0.60086	0.73334	0.7644	0.7379	0.73583	0.77573
"""74"""	0.61373	0.7644	0.7379	0.73583	0.77573	0.71577
"""75"""	0.64378	0.7379	0.73583	0.77573	0.71577	0.69011
"""76"""	0.65665	0.73583	0.77573	0.71577	0.69011	0.73451
"""77"""	0.6867	0.77573	0.71577	0.69011	0.73451	0.72541
"""78"""	0.69957	0.71577	0.69011	0.73451	0.72541	0.72335
"""79"""	0.72961	0.69011	0.73451	0.72541	0.72335	0.73773
"""80"""	0.74249	0.73451	0.72541	0.72335	0.73773	0.76662
"""81"""	0.77253	0.72541	0.72335	0.73773	0.76662	0.77173
"""82"""	0.78541	0.72335	0.73773	0.76662	0.77173	0.77175
"""83"""	0.81545	0.73773	0.76662	0.77173	0.77175	0.81714
"""84"""	0.82833	0.76662	0.77173	0.77175	0.81714	0.8494
"""85"""	0.85837	0.77173	0.77175	0.81714	0.8494	0.84747
"""86"""	0.87124	0.77175	0.81714	0.8494	0.84747	0.83397
"""87"""	0.90129	0.81714	0.8494	0.84747	0.83397	0.82934
"""88"""	0.91416	0.8494	0.84747	0.83397	0.82934	0.81474
"""89"""	0.94421	0.84747	0.83397	0.82934	0.81474	0.78712
"""90"""	0.95708	0.83397	0.82934	0.81474	0.78712	0.81114
"""91"""	0.98712	0.82934	0.81474	0.78712	0.81114	0.79832
"""92"""	1	0.81474	0.78712	0.81114	0.79832	0.80438
"""93"""	0	0.78712	0.81114	0.79832	0.80438	0.77322
"""94"""	0.01288	0.81114	0.79832	0.80438	0.77322	0.70675
"""95"""	0.04292	0.79832	0.80438	0.77322	0.70675	0.67564
"""96"""	0.05579	0.80438	0.77322	0.70675	0.67564	0.66349
"""97"""	0.08584	0.77322	0.70675	0.67564	0.66349	0.70697
"""98"""	0.09871	0.70675	0.67564	0.66349	0.70697	0.7023
"""99"""	0.12876	0.67564	0.66349	0.70697	0.7023	0.70852
"""100"""	0.14163	0.66349	0.70697	0.7023	0.70852	0.70298
"""101"""	0.17167	0.70697	0.7023	0.70852	0.70298	0.67679
"""102"""	0.18455	0.7023	0.70852	0.70298	0.67679	0.71133
"""103"""	0.21459	0.70852	0.70298	0.67679	0.71133	0.69614
"""104"""	0.22747	0.70298	0.67679	0.71133	0.69614	0.70356
"""105"""	0.25751	0.67679	0.71133	0.69614	0.70356	0.71664
"""106"""	0.27039	0.71133	0.69614	0.70356	0.71664	0.76549
"""107"""	0.30043	0.69614	0.70356	0.71664	0.76549	0.78233
"""108"""	0.3133	0.70356	0.71664	0.76549	0.78233	0.73956
"""109"""	0.34335	0.71664	0.76549	0.78233	0.73956	0.7409
"""110"""	0.35622	0.76549	0.78233	0.73956	0.7409	0.74766
"""111"""	0.38627	0.78233	0.73956	0.7409	0.74766	0.76966
"""112"""	0.39914	0.73956	0.7409	0.74766	0.76966	0.77751
"""113"""	0.42918	0.7409	0.74766	0.76966	0.77751	0.77323
"""114"""	0.44206	0.74766	0.76966	0.77751	0.77323	0.75107
"""115"""	0.4721	0.76966	0.77751	0.77323	0.75107	0.74052
"""116"""	0.48498	0.77751	0.77323	0.75107	0.74052	0.74575
"""117"""	0.51502	0.77323	0.75107	0.74052	0.74575	0.75216
"""118"""	0.5279	0.75107	0.74052	0.74575	0.75216	0.74106
"""119"""	0.55794	0.74052	0.74575	0.75216	0.74106	0.71385
"""120"""	0.57082	0.74575	0.75216	0.74106	0.71385	0.70045
"""121"""	0.60086	0.75216	0.74106	0.71385	0.70045	0.71328
"""122"""	0.61373	0.74106	0.71385	0.70045	0.71328	0.69405
"""123"""	0.64378	0.71385	0.70045	0.71328	0.69405	0.6275
"""124"""	0.65665	0.70045	0.71328	0.69405	0.6275	0.59482
"""125"""	0.6867	0.71328	0.69405	0.6275	0.59482	0.52853
"""126"""	0.69957	0.69405	0.6275	0.59482	0.52853	0.56259
"""127"""	0.72961	0.6275	0.59482	0.52853	0.56259	0.57405
"""128"""	0.74249	0.59482	0.52853	0.56259	0.57405	0.53429
"""129"""	0.77253	0.52853	0.56259	0.57405	0.53429	0.47688
"""130"""	0.78541	0.56259	0.57405	0.53429	0.47688	0.38397
"""131"""	0.85837	0.57405	0.53429	0.47688	0.38397	0.48191
"""132"""	0.87124	0.53429	0.47688	0.38397	0.48191	0.48193
"""133"""	0.90129	0.47688	0.38397	0.48191	0.48193	0.52902
"""134"""	0.91416	0.38397	0.48191	0.48193	0.52902	0.51425
"""135"""	0.94421	0.48191	0.48193	0.52902	0.51425	0.47566
"""136"""	0.95708	0.48193	0.52902	0.51425	0.47566	0.43545
"""137"""	0.98712	0.52902	0.51425	0.47566	0.43545	0.38514
"""138"""	1	0.51425	0.47566	0.43545	0.38514	0.4264
"""139"""	0	0.47566	0.43545	0.38514	0.4264	0.42422
"""140"""	0.01288	0.43545	0.38514	0.4264	0.42422	0.36737
"""141"""	0.04292	0.38514	0.4264	0.42422	0.36737	0.25741
"""142"""	0.05579	0.4264	0.42422	0.36737	0.25741	0.17197
"""143"""	0.08584	0.42422	0.36737	0.25741	0.17197	0.29179
"""144"""	0.09871	0.36737	0.25741	0.17197	0.29179	0.20598
"""145"""	0.12876	0.25741	0.17197	0.29179	0.20598	0.24986
"""146"""	0.14163	0.17197	0.29179	0.20598	0.24986	0.3091
"""147"""	0.17167	0.29179	0.20598	0.24986	0.3091	0.29765
"""148"""	0.18455	0.20598	0.24986	0.3091	0.29765	0.24152
"""149"""	0.21459	0.24986	0.3091	0.29765	0.24152	0.21099
"""150"""	0.22747	0.3091	0.29765	0.24152	0.21099	0.17322
"""151"""	0.25751	0.29765	0.24152	0.21099	0.17322	0.16602
"""152"""	0.27039	0.24152	0.21099	0.17322	0.16602	0.07997
"""153"""	0.30043	0.21099	0.17322	0.16602	0.07997	0
"""154"""	0.3133	0.17322	0.16602	0.07997	0	0.05064
"""155"""	0.34335	0.16602	0.07997	0	0.05064	0.13309
"""156"""	0.35622	0.07997	0	0.05064	0.13309	0.13077
"""157"""	0.38627	0	0.05064	0.13309	0.13077	0.09441
"""158"""	0.39914	0.05064	0.13309	0.13077	0.09441	0.07937
"""159"""	0.42918	0.13309	0.13077	0.09441	0.07937	0.14471
"""160"""	0.44206	0.13077	0.09441	0.07937	0.14471	0.22522
"""161"""	0.4721	0.09441	0.07937	0.14471	0.22522	0.25572
"""162"""	0.48498	0.07937	0.14471	0.22522	0.25572	0.33494
"""163"""	0.51502	0.14471	0.22522	0.25572	0.33494	0.25346
"""164"""	0.5279	0.22522	0.25572	0.33494	0.25346	0.29876
"""165"""	0.55794	0.25572	0.33494	0.25346	0.29876	0.37696
"""166"""	0.57082	0.33494	0.25346	0.29876	0.37696	0.33444
"""167"""	0.60086	0.25346	0.29876	0.37696	0.33444	0.32752
"""168"""	0.61373	0.29876	0.37696	0.33444	0.32752	0.29017
"""169"""	0.64378	0.37696	0.33444	0.32752	0.29017	0.27216
"""170"""	0.65665	0.33444	0.32752	0.29017	0.27216	0.20307
"""171"""	0.6867	0.32752	0.29017	0.27216	0.20307	0.14125
"""172"""	0.69957	0.29017	0.27216	0.20307	0.14125	0.19808
"""173"""	0.72961	0.27216	0.20307	0.14125	0.19808	0.24488
"""174"""	0.74249	0.20307	0.14125	0.19808	0.24488	0.2392
"""175"""	0.77253	0.14125	0.19808	0.24488	0.2392	0.24373
"""176"""	0.78541	0.19808	0.24488	0.2392	0.24373	0.21781
"""177"""	0.81545	0.24488	0.2392	0.24373	0.21781	0.1706
"""178"""	0.82833	0.2392	0.24373	0.21781	0.1706	0.21144
"""179"""	0.85837	0.24373	0.21781	0.1706	0.21144	0.24954
"""180"""	0.87124	0.21781	0.1706	0.21144	0.24954	0.26739
"""181"""	0.90129	0.1706	0.21144	0.24954	0.26739	0.25793
"""182"""	0.91416	0.21144	0.24954	0.26739	0.25793	0.23226
"""183"""	0.94421	0.24954	0.26739	0.25793	0.23226	0.17641
"""184"""	0.95708	0.26739	0.25793	0.23226	0.17641	0.14544
"""185"""	0.98712	0.25793	0.23226	0.17641	0.14544	0.16368
"""186"""	1	0.23226	0.17641	0.14544	0.16368	0.15259
"""187"""	0	0.17641	0.14544	0.16368	0.15259	0.18068
"""188"""	0.01288	0.14544	0.16368	0.15259	0.18068	0.14065
"""189"""	0.04292	0.16368	0.15259	0.18068	0.14065	0.11685
"""190"""	0.05579	0.15259	0.18068	0.14065	0.11685	0.13926
"""191"""	0.08584	0.18068	0.14065	0.11685	0.13926	0.13552
"""192"""	0.09871	0.14065	0.11685	0.13926	0.13552	0.1793
"""193"""	0.12876	0.11685	0.13926	0.13552	0.1793	0.16376
"""194"""	0.14163	0.13926	0.13552	0.1793	0.16376	0.15225
"""195"""	0.17167	0.13552	0.1793	0.16376	0.15225	0.16499
"""196"""	0.18455	0.1793	0.16376	0.15225	0.16499	0.1709
"""197"""	0.21459	0.16376	0.15225	0.16499	0.1709	0.17243
"""198"""	0.22747	0.15225	0.16499	0.1709	0.17243	0.17933
"""199"""	0.25751	0.16499	0.1709	0.17243	0.17933	0.20563
"""200"""	0.27039	0.1709	0.17243	0.17933	0.20563	0.23463
"""201"""	0.30043	0.17243	0.17933	0.20563	0.23463	0.23422
"""202"""	0.3133	0.17933	0.20563	0.23463	0.23422	0.24182
"""203"""	0.34335	0.20563	0.23463	0.23422	0.24182	0.26276
"""204"""	0.35622	0.23463	0.23422	0.24182	0.26276	0.28849
"""205"""	0.38627	0.23422	0.24182	0.26276	0.28849	0.26572
"""206"""	0.39914	0.24182	0.26276	0.28849	0.26572	0.28386
"""207"""	0.42918	0.26276	0.28849	0.26572	0.28386	0.26903
"""208"""	0.44206	0.28849	0.26572	0.28386	0.26903	0.24277
"""209"""	0.4721	0.26572	0.28386	0.26903	0.24277	0.2524
"""210"""	0.48498	0.28386	0.26903	0.24277	0.2524	0.17567
"""211"""	0.51502	0.26903	0.24277	0.2524	0.17567	0.16537
"""212"""	0.5279	0.24277	0.2524	0.17567	0.16537	0.20521
"""213"""	0.55794	0.2524	0.17567	0.16537	0.20521	0.21836
"""214"""	0.57082	0.17567	0.16537	0.20521	0.21836	0.21266
"""215"""	0.60086	0.16537	0.20521	0.21836	0.21266	0.19319
"""216"""	0.61373	0.20521	0.21836	0.21266	0.19319	0.19549
"""217"""	0.64378	0.21836	0.21266	0.19319	0.19549	0.16335
"""218"""	0.65665	0.21266	0.19319	0.19549	0.16335	0.16878
"""219"""	0.6867	0.19319	0.19549	0.16335	0.16878	0.19274
"""220"""	0.69957	0.19549	0.16335	0.16878	0.19274	0.21328
"""221"""	0.72961	0.16335	0.16878	0.19274	0.21328	0.19685
"""222"""	0.74249	0.16878	0.19274	0.21328	0.19685	0.18308
"""223"""	0.77253	0.19274	0.21328	0.19685	0.18308	0.19186
"""224"""	0.78541	0.21328	0.19685	0.18308	0.19186	0.20137
"""225"""	0.81545	0.19685	0.18308	0.19186	0.20137	0.20078
"""226"""	0.82833	0.18308	0.19186	0.20137	0.20078	0.22511
"""227"""	0.85837	0.19186	0.20137	0.20078	0.22511	0.22212
"""228"""	0.87124	0.20137	0.20078	0.22511	0.22212	0.23335
"""229"""	0.90129	0.20078	0.22511	0.22212	0.23335	0.25485
"""230"""	0.91416	0.22511	0.22212	0.23335	0.25485	0.28331
"""231"""	0.94421	0.22212	0.23335	0.25485	0.28331	0.32713
"""232"""	0.95708	0.23335	0.25485	0.28331	0.32713	0.31073
"""233"""	0.98712	0.25485	0.28331	0.32713	0.31073	0.33596
"""234"""	1	0.28331	0.32713	0.31073	0.33596	0.31754
"""235"""	0	0.32713	0.31073	0.33596	0.31754	0.30451
"""236"""	0.01288	0.31073	0.33596	0.31754	0.30451	0.30441
"""237"""	0.04292	0.33596	0.31754	0.30451	0.30441	0.33787
"""238"""	0.05579	0.31754	0.30451	0.30441	0.33787	0.35041
"""239"""	0.08584	0.30451	0.30441	0.33787	0.35041	0.35241
"""240"""	0.09871	0.30441	0.33787	0.35041	0.35241	0.37808
"""241"""	0.12876	0.33787	0.35041	0.35241	0.37808	0.38724
"""242"""	0.14163	0.35041	0.35241	0.37808	0.38724	0.36413
"""243"""	0.17167	0.35241	0.37808	0.38724	0.36413	0.35045
"""244"""	0.18455	0.37808	0.38724	0.36413	0.35045	0.37431
"""245"""	0.21459	0.38724	0.36413	0.35045	0.37431	0.38819
