0	0.05579	0.086	0.16122	0.21888	0.26608	0.52311
0	0.08584	0.16122	0.21888	0.26608	0.52311	0.48409
0	0.09871	0.21888	0.26608	0.52311	0.48409	0.68683
0	0.12876	0.26608	0.52311	0.48409	0.68683	0.78744
0	0.14163	0.52311	0.48409	0.68683	0.78744	0.66721
0	0.17167	0.48409	0.68683	0.78744	0.66721	0.57303
0	0.18455	0.68683	0.78744	0.66721	0.57303	0.57456
0	0.21459	0.78744	0.66721	0.57303	0.57456	0.57543
0	0.22747	0.66721	0.57303	0.57456	0.57543	0.63222
0	0.25751	0.57303	0.57456	0.57543	0.63222	0.77349
0	0.27039	0.57456	0.57543	0.63222	0.77349	0.48605
0	0.30043	0.57543	0.63222	0.77349	0.48605	0.64574
0	0.3133	0.63222	0.77349	0.48605	0.64574	0.89503
0	0.34335	0.77349	0.48605	0.64574	0.89503	0.84827
0	0.35622	0.48605	0.64574	0.89503	0.84827	0.93394
0	0.38627	0.64574	0.89503	0.84827	0.93394	1
0	0.39914	0.89503	0.84827	0.93394	1	0.94463
0	0.42918	0.84827	0.93394	1	0.94463	0.85404
0	0.44206	0.93394	1	0.94463	0.85404	0.80074
0	0.4721	1	0.94463	0.85404	0.80074	0.65675
0	0.48498	0.94463	0.85404	0.80074	0.65675	0.51308
0	0.51502	0.85404	0.80074	0.65675	0.51308	0.52093
0	0.5279	0.80074	0.65675	0.51308	0.52093	0.26793
0	0.55794	0.65675	0.51308	0.52093	0.26793	0.24079
0	0.57082	0.51308	0.52093	0.26793	0.24079	0.35851
0	0.60086	0.52093	0.26793	0.24079	0.35851	0.41334
0	0.61373	0.26793	0.24079	0.35851	0.41334	0.43024
0	0.64378	0.24079	0.35851	0.41334	0.43024	0.28744
0	0.65665	0.35851	0.41334	0.43024	0.28744	0.19196
0	0.6867	0.41334	0.43024	0.28744	0.19196	0.09156
0	0.69957	0.43024	0.28744	0.19196	0.09156	0.20078
0	0.72961	0.28744	0.19196	0.09156	0.20078	0.26891
0	0.74249	0.19196	0.09156	0.20078	0.26891	0.2845
0	0.77253	0.09156	0.20078	0.26891	0.2845	0.23207
0	0.78541	0.20078	0.26891	0.2845	0.23207	0.09669
0	0.81545	0.26891	0.2845	0.23207	0.09669	0.0327
0	0.82833	0.2845	0.23207	0.09669	0.0327	0
0	0.85837	0.23207	0.09669	0.0327	0	0.07281
0	0.87124	0.09669	0.0327	0	0.07281	0.09996
0	0.90129	0.0327	0	0.07281	0.09996	0.18433
0	0.91416	0	0.07281	0.09996	0.18433	0.14934
0	0.94421	0.07281	0.09996	0.18433	0.14934	0.23501
0	0.95708	0.09996	0.18433	0.14934	0.23501	0.30695
0	0.98712	0.18433	0.14934	0.23501	0.30695	0.55199
0	1	0.14934	0.23501	0.30695	0.55199	0.50327
1	0	0.23501	0.30695	0.55199	0.50327	0.49586
1	0.01288	0.30695	0.55199	0.50327	0.49586	0.50512
1	0.04292	0.55199	0.50327	0.49586	0.50512	0.43765
1	0.05579	0.50327	0.49586	0.50512	0.43765	0.46948
1	0.08584	0.49586	0.50512	0.43765	0.46948	0.41105
1	0.09871	0.50512	0.43765	0.46948	0.41105	0.4491
1	0.12876	0.43765	0.46948	0.41105	0.4491	0.5145
1	0.14163	0.46948	0.41105	0.4491	0.5145	0.55319
1	0.17167	0.41105	0.4491	0.5145	0.55319	0.57739
1	0.18455	0.4491	0.5145	0.55319	0.57739	0.59549
1	0.21459	0.5145	0.55319	0.57739	0.59549	0.62252
1	0.22747	0.55319	0.57739	0.59549	0.62252	0.61195
1	0.25751	0.57739	0.59549	0.62252	0.61195	0.46403
1	0.27039	0.59549	0.62252	0.61195	0.46403	0.52442
1	0.30043	0.62252	0.61195	0.46403	0.52442	0.52649
1	0.3133	0.61195	0.46403	0.52442	0.52649	0.5557
1	0.34335	0.46403	0.52442	0.52649	0.5557	0.54753
1	0.35622	0.52442	0.52649	0.5557	0.54753	0.52507
1	0.38627	0.52649	0.5557	0.54753	0.52507	0.30859
1	0.39914	0.5557	0.54753	0.52507	0.30859	0.29366
